YEAR,MO,DY,HR,PS,TS,SNODP,WD10M,ALLSKY_SFC_SW_DWN,RH2M,T2MDEW,WS2M,T2M,PRECTOTCORR
2021,6,28,17,101.1,22.32,0.0,322.1,0.07,72.98,18.18,2.14,23.27,0.0
2021,6,28,18,101.13,21.52,0.0,322.9,0.0,76.07,17.82,2.16,22.22,0.02
2021,6,28,19,101.15,21.11,0.0,322.1,0.0,77.8,17.6,2.27,21.62,0.02
2021,6,28,20,101.16,20.73,0.0,320.4,0.0,79.2,17.35,2.37,21.07,0.03
2021,6,28,21,101.17,20.36,0.0,318.3,0.0,80.68,17.18,2.34,20.6,0.03
2021,6,28,22,101.17,20.12,0.0,316.8,0.0,81.8,17.07,2.29,20.27,0.04
2021,6,28,23,101.16,19.91,0.0,315.9,0.0,82.8,16.97,2.2,19.95,0.13
2021,6,29,0,101.14,19.63,0.0,314.7,0.0,84.08,16.84,2.12,19.58,0.22
2021,6,29,1,101.13,19.26,0.0,313.6,0.0,85.88,16.73,2.08,19.13,0.2
2021,6,29,2,101.13,19.54,0.0,313.2,0.05,86.69,16.76,2.03,19.02,0.29
2021,6,29,3,101.15,21.44,0.0,313.6,0.4,81.72,16.98,2.54,20.2,0.42
2021,6,29,4,101.17,22.93,0.0,309.5,0.92,78.47,17.11,2.38,20.97,0.35
2021,6,29,5,101.19,24.77,0.0,302.8,1.54,65.35,16.38,2.46,23.23,0.2
2021,6,29,6,101.18,26.19,0.0,301.8,2.13,58.29,16.05,2.45,24.77,0.32
2021,6,29,7,101.16,27.24,0.0,298.1,2.64,56.62,16.24,2.3,25.46,0.39
2021,6,29,8,101.12,28.06,0.0,292.5,2.99,55.0,16.33,2.26,26.06,0.28
2021,6,29,9,101.09,28.58,0.0,286.3,3.04,53.75,16.53,2.32,26.66,0.28
2021,6,29,10,101.05,28.83,0.0,280.9,2.91,52.74,16.69,2.45,27.15,0.29
2021,6,29,11,101.02,28.77,0.0,278.6,2.59,52.07,16.78,2.53,27.48,0.37
2021,6,29,12,100.99,28.42,0.0,277.0,2.31,51.73,16.82,2.52,27.63,0.27
2021,6,29,13,100.97,27.99,0.0,275.1,1.88,51.72,16.82,2.43,27.63,0.17
2021,6,29,14,100.96,27.23,0.0,273.1,1.36,52.2,16.78,2.28,27.44,0.13
2021,6,29,15,100.96,26.08,0.0,269.8,0.81,55.0,17.15,1.93,26.93,0.08
2021,6,29,16,100.95,24.91,0.0,262.3,0.34,62.91,18.4,1.37,26.01,0.06
2021,6,29,17,100.96,23.11,0.0,251.0,0.05,68.57,18.49,1.12,24.65,0.01
2021,6,29,18,100.99,22.32,0.0,238.2,0.0,68.41,17.84,1.14,24.03,0.01
2021,6,29,19,100.99,21.82,0.0,225.8,0.0,70.73,17.88,1.3,23.54,0.03
2021,6,29,20,100.98,21.39,0.0,217.7,0.0,76.04,18.26,1.63,22.76,0.05
2021,6,29,21,100.97,21.4,0.0,214.2,0.0,82.81,19.1,1.94,22.23,0.14
2021,6,29,22,100.95,21.7,0.0,215.5,0.0,88.34,19.99,2.09,22.05,0.9
2021,6,29,23,100.94,22.03,0.0,220.2,0.0,91.37,20.63,2.04,22.14,2.92
2021,6,30,0,100.95,21.92,0.0,225.5,0.0,93.4,20.98,1.79,22.12,3.28
2021,6,30,1,100.95,21.68,0.0,225.2,0.0,94.58,21.11,1.5,22.04,4.43
2021,6,30,2,100.94,21.8,0.0,220.3,0.05,95.47,21.24,1.4,22.02,5.07
2021,6,30,3,100.94,23.4,0.0,214.2,0.4,93.01,21.87,1.93,23.05,4.44
2021,6,30,4,100.96,24.54,0.0,210.1,0.92,88.64,21.88,2.25,23.86,3.38
2021,6,30,5,100.98,25.98,0.0,211.7,1.53,79.14,21.31,2.44,25.17,2.41
2021,6,30,6,100.98,27.47,0.0,217.5,2.05,70.16,20.71,2.65,26.6,1.92
2021,6,30,7,100.97,28.67,0.0,221.5,2.51,64.07,20.39,2.83,27.8,1.64
2021,6,30,8,100.95,29.44,0.0,221.7,2.81,60.17,20.21,3.0,28.69,1.44
2021,6,30,9,100.92,29.86,0.0,219.1,2.92,57.53,20.07,3.16,29.31,1.2
2021,6,30,10,100.87,30.11,0.0,214.7,2.88,55.55,19.89,3.3,29.72,0.99
2021,6,30,11,100.84,30.12,0.0,210.1,2.75,54.41,19.73,3.4,29.92,0.78
2021,6,30,12,100.82,29.84,0.0,205.4,2.37,53.97,19.59,3.53,29.9,0.58
2021,6,30,13,100.81,29.21,0.0,199.9,1.9,54.63,19.5,3.69,29.6,0.34
2021,6,30,14,100.79,28.21,0.0,194.1,1.31,57.44,19.66,3.92,28.9,0.2
2021,6,30,15,100.79,27.0,0.0,189.8,0.76,62.68,19.98,4.29,27.74,0.17
2021,6,30,16,100.8,25.6,0.0,189.3,0.31,69.5,20.26,4.56,26.27,0.11
2021,6,30,17,100.81,24.23,0.0,190.5,0.05,75.54,20.12,4.7,24.72,0.09
2021,6,30,18,100.84,23.39,0.0,192.2,0.0,80.65,20.09,4.77,23.59,19.52
2021,6,30,19,100.86,22.72,0.0,195.6,0.0,85.31,20.15,4.67,22.73,14.53
2021,6,30,20,100.87,22.23,0.0,199.5,0.0,88.73,20.2,4.42,22.12,5.98
2021,6,30,21,100.85,21.88,0.0,202.3,0.0,90.56,20.18,4.07,21.77,1.16
2021,6,30,22,100.82,21.56,0.0,204.0,0.0,91.85,20.13,3.68,21.49,0.14
2021,6,30,23,100.81,21.18,0.0,209.6,0.0,93.23,20.08,3.21,21.18,0.05
2021,7,1,0,100.82,20.93,0.0,214.3,0.0,94.69,20.09,2.85,20.95,0.06
2021,7,1,1,100.8,21.0,0.0,212.9,0.0,95.07,20.18,2.75,20.98,1.34
2021,7,1,2,100.79,21.58,0.0,208.9,0.04,93.78,20.4,2.96,21.42,4.96
2021,7,1,3,100.78,22.34,0.0,204.6,0.23,91.92,20.73,3.39,22.09,9.94
2021,7,1,4,100.77,22.85,0.0,197.7,0.47,91.08,20.93,3.59,22.43,2.76
2021,7,1,5,100.75,23.47,0.0,190.6,0.72,87.75,20.76,4.01,22.87,0.71
2021,7,1,6,100.73,24.44,0.0,189.8,0.85,80.87,20.1,4.34,23.55,0.15
2021,7,1,7,100.78,25.34,0.0,198.1,1.41,73.07,19.21,4.25,24.33,0.01
2021,7,1,8,100.8,25.85,0.0,202.3,1.88,67.36,18.46,3.9,24.91,0.0
2021,7,1,9,100.79,26.21,0.0,201.2,2.75,63.6,17.96,3.83,25.36,0.01
2021,7,1,10,100.76,26.46,0.0,199.8,2.73,61.11,17.67,3.97,25.71,0.01
2021,7,1,11,100.7,26.55,0.0,193.1,2.75,59.5,17.42,4.02,25.91,0.01
2021,7,1,12,100.65,26.73,0.0,186.1,2.62,59.0,17.4,4.21,26.03,0.0
2021,7,1,13,100.62,26.64,0.0,184.1,2.19,59.62,17.55,4.36,26.01,0.0
2021,7,1,14,100.61,26.05,0.0,182.2,1.62,61.59,17.77,4.27,25.7,0.0
2021,7,1,15,100.6,25.14,0.0,178.8,0.99,65.6,18.15,4.05,25.04,0.0
2021,7,1,16,100.59,23.92,0.0,174.2,0.42,72.3,18.76,3.63,24.04,0.0
2021,7,1,17,100.61,22.35,0.0,170.1,0.06,81.36,19.24,3.01,22.58,0.82
2021,7,1,18,100.64,21.61,0.0,168.6,0.0,88.37,19.63,2.95,21.62,0.05
2021,7,1,19,100.64,21.3,0.0,170.3,0.0,92.29,19.96,2.93,21.25,0.27
2021,7,1,20,100.62,21.17,0.0,172.6,0.0,94.57,20.18,2.85,21.07,0.74
2021,7,1,21,100.59,20.98,0.0,174.2,0.0,96.23,20.27,2.69,20.87,2.57
2021,7,1,22,100.55,20.83,0.0,175.9,0.0,96.99,20.21,2.5,20.68,3.41
2021,7,1,23,100.51,20.7,0.0,179.1,0.0,97.06,20.06,2.34,20.51,4.1
2021,7,2,0,100.48,20.56,0.0,184.1,0.0,96.35,19.8,2.12,20.37,4.99
2021,7,2,1,100.44,20.54,0.0,188.6,0.0,95.68,19.62,1.87,20.32,4.46
2021,7,2,2,100.43,20.86,0.0,190.1,0.04,94.2,19.55,1.58,20.49,4.13
2021,7,2,3,100.43,22.41,0.0,189.2,0.27,90.22,20.05,1.52,21.71,2.88
2021,7,2,4,100.46,23.42,0.0,178.7,0.62,85.44,19.82,1.41,22.36,3.13
2021,7,2,5,100.48,24.38,0.0,160.6,1.03,81.01,19.51,1.25,22.92,4.32
2021,7,2,6,100.49,25.8,0.0,145.6,1.47,76.74,19.39,1.14,23.69,5.2
2021,7,2,7,100.48,27.11,0.0,146.3,2.01,72.05,19.18,1.28,24.54,4.27
2021,7,2,8,100.48,28.1,0.0,153.7,1.99,67.69,18.94,1.57,25.32,4.54
2021,7,2,9,100.45,28.28,0.0,159.5,1.53,64.84,18.63,1.86,25.73,3.9
2021,7,2,10,100.43,28.03,0.0,166.6,1.66,62.98,18.29,2.04,25.84,3.11
2021,7,2,11,100.4,27.61,0.0,176.7,1.93,62.05,18.03,2.07,25.84,2.67
2021,7,2,12,100.38,26.78,0.0,189.4,1.62,62.02,17.82,1.9,25.61,2.46
2021,7,2,13,100.36,25.81,0.0,209.1,1.58,62.84,17.67,1.59,25.24,1.43
2021,7,2,14,100.35,25.04,0.0,237.2,1.3,64.35,17.71,1.45,24.88,0.76
2021,7,2,15,100.34,24.29,0.0,264.2,0.82,67.69,18.08,1.53,24.42,0.37
2021,7,2,16,100.33,23.53,0.0,284.1,0.39,73.15,18.71,1.69,23.79,0.31
2021,7,2,17,100.33,22.51,0.0,298.0,0.06,78.33,18.85,2.08,22.79,0.26
2021,7,2,18,100.34,21.98,0.0,307.5,0.0,81.88,18.85,2.71,22.05,0.14
2021,7,2,19,100.33,21.64,0.0,311.1,0.0,86.16,19.07,3.08,21.44,0.07
2021,7,2,20,100.32,21.27,0.0,310.4,0.0,90.68,19.21,3.14,20.77,0.03
2021,7,2,21,100.31,20.82,0.0,308.3,0.0,94.65,19.25,3.07,20.12,0.04
2021,7,2,22,100.29,20.49,0.0,306.4,0.0,96.39,19.05,3.07,19.64,0.13
2021,7,2,23,100.28,20.2,0.0,305.4,0.0,96.35,18.65,3.15,19.27,0.15
2021,7,3,0,100.25,19.92,0.0,305.8,0.0,95.72,18.15,3.21,18.89,0.12
2021,7,3,1,100.24,19.6,0.0,307.3,0.0,95.61,17.7,3.23,18.44,0.09
2021,7,3,2,100.25,19.74,0.0,307.3,0.05,94.64,17.35,3.43,18.25,0.08
2021,7,3,3,100.27,20.99,0.0,305.9,0.42,89.79,17.18,3.82,18.9,0.02
2021,7,3,4,100.28,22.66,0.0,309.0,0.96,78.72,16.71,4.11,20.52,0.0
2021,7,3,5,100.31,24.25,0.0,313.9,1.62,67.72,16.08,4.72,22.31,0.0
2021,7,3,6,100.32,25.53,0.0,314.1,2.19,63.17,15.95,4.55,23.33,0.0
2021,7,3,7,100.33,26.72,0.0,314.1,2.61,59.48,15.91,4.15,24.29,0.02
2021,7,3,8,100.32,27.73,0.0,312.7,2.92,56.42,15.95,3.69,25.2,0.08
2021,7,3,9,100.3,28.45,0.0,308.9,3.02,54.7,16.21,3.2,26.0,0.19
2021,7,3,10,100.27,28.7,0.0,303.1,3.08,54.22,16.54,2.75,26.52,0.35
2021,7,3,11,100.24,28.77,0.0,297.4,2.9,53.75,16.7,2.49,26.85,0.48
2021,7,3,12,100.22,28.55,0.0,294.2,2.49,53.06,16.61,2.46,26.98,0.35
2021,7,3,13,100.2,27.83,0.0,295.6,2.16,52.82,16.46,2.6,26.88,0.15
2021,7,3,14,100.19,26.86,0.0,299.8,1.65,53.23,16.27,2.83,26.56,0.05
2021,7,3,15,100.2,25.56,0.0,305.6,1.02,55.1,16.27,2.87,25.96,0.0
2021,7,3,16,100.23,24.3,0.0,312.0,0.46,61.22,17.03,2.51,25.01,0.0
2021,7,3,17,100.27,22.51,0.0,318.5,0.07,68.06,17.15,2.51,23.36,0.0
2021,7,3,18,100.32,21.91,0.0,325.0,0.0,70.26,16.78,3.1,22.45,0.01
2021,7,3,19,100.32,21.92,0.0,327.9,0.0,71.85,16.78,3.7,22.07,0.0
2021,7,3,20,100.29,21.8,0.0,328.6,0.0,73.63,16.79,4.24,21.69,0.0
2021,7,3,21,100.25,21.59,0.0,330.3,0.0,76.11,16.89,4.43,21.25,0.01
2021,7,3,22,100.23,21.36,0.0,332.7,0.0,78.99,16.99,4.28,20.75,0.03
2021,7,3,23,100.23,21.12,0.0,335.1,0.0,81.7,17.05,4.13,20.27,0.06
2021,7,4,0,100.22,20.87,0.0,335.4,0.0,83.95,17.08,4.13,19.87,0.1
2021,7,4,1,100.21,20.69,0.0,335.3,0.0,85.9,17.12,4.31,19.55,0.27
2021,7,4,2,100.19,20.67,0.0,334.6,0.05,87.48,17.21,4.59,19.32,0.5
2021,7,4,3,100.2,20.83,0.0,332.4,0.35,88.03,17.24,4.57,19.26,0.67
2021,7,4,4,100.22,21.19,0.0,325.5,0.82,87.17,17.34,4.2,19.51,0.8
2021,7,4,5,100.22,21.88,0.0,325.0,1.39,83.12,17.35,4.57,20.29,1.14
2021,7,4,6,100.19,23.21,0.0,329.3,1.83,76.53,17.35,5.26,21.63,2.8
2021,7,4,7,100.18,24.76,0.0,334.5,1.93,69.67,17.37,5.43,23.2,7.79
2021,7,4,8,100.17,25.43,0.0,336.8,1.89,66.49,17.45,5.22,24.08,17.73
2021,7,4,9,100.15,24.85,0.0,334.9,1.65,67.7,17.67,5.03,24.0,33.14
2021,7,4,10,100.13,24.16,0.0,332.7,1.78,70.82,18.02,5.17,23.62,41.99
2021,7,4,11,100.1,23.7,0.0,332.6,1.19,74.2,18.37,5.51,23.22,39.49
2021,7,4,12,100.09,23.3,0.0,332.9,1.12,77.45,18.68,5.68,22.84,33.9
2021,7,4,13,100.09,22.94,0.0,332.6,0.77,80.75,19.03,5.58,22.5,30.7
2021,7,4,14,100.11,22.56,0.0,331.0,0.31,84.34,19.39,5.3,22.15,28.16
2021,7,4,15,100.12,22.2,0.0,330.6,0.21,87.33,19.63,5.18,21.81,25.65
2021,7,4,16,100.14,21.86,0.0,329.9,0.12,89.62,19.71,5.18,21.48,27.61
2021,7,4,17,100.13,21.5,0.0,326.7,0.02,89.83,19.46,5.37,21.18,35.06
2021,7,4,18,100.08,21.27,0.0,321.8,0.0,88.34,18.99,5.57,20.97,30.29
2021,7,4,19,100.03,21.13,0.0,317.9,0.0,90.42,19.08,5.17,20.7,56.92
2021,7,4,20,100.02,21.05,0.0,319.8,0.0,90.92,19.08,5.62,20.61,83.3
2021,7,4,21,99.96,20.94,0.0,320.3,0.0,91.63,18.99,6.42,20.38,91.3
2021,7,4,22,99.88,20.93,0.0,321.8,0.0,92.73,19.1,6.5,20.29,87.71
2021,7,4,23,99.82,20.89,0.0,322.4,0.0,94.34,19.21,6.15,20.14,74.34
2021,7,5,0,99.77,20.83,0.0,328.5,0.0,94.93,19.2,5.53,20.02,63.47
2021,7,5,1,99.75,20.8,0.0,331.9,0.0,95.71,19.22,4.32,19.92,49.5
2021,7,5,2,99.76,20.84,0.0,339.1,0.01,96.03,19.32,3.51,19.98,35.84
2021,7,5,3,99.76,21.12,0.0,356.5,0.05,95.32,19.57,3.64,20.36,19.47
2021,7,5,4,99.77,21.65,0.0,14.1,0.14,94.87,20.15,3.72,21.0,10.09
2021,7,5,5,99.78,22.4,0.0,20.0,0.2,94.25,20.82,4.16,21.79,8.1
2021,7,5,6,99.78,23.55,0.0,28.4,0.63,91.59,21.47,4.41,22.9,11.95
2021,7,5,7,99.81,24.27,0.0,34.9,1.03,87.84,21.71,4.5,23.82,20.32
2021,7,5,8,99.83,24.65,0.0,30.2,1.4,84.9,21.65,4.61,24.34,32.21
2021,7,5,9,99.85,24.74,0.0,23.8,1.47,84.0,21.62,4.72,24.48,46.06
2021,7,5,10,99.86,24.56,0.0,21.9,1.99,83.96,21.52,4.79,24.38,59.18
2021,7,5,11,99.88,24.33,0.0,20.9,1.73,84.36,21.41,4.7,24.19,68.72
2021,7,5,12,99.89,24.05,0.0,14.9,1.64,85.64,21.42,4.3,23.94,69.44
2021,7,5,13,99.89,23.77,0.0,359.4,1.16,88.28,21.63,3.8,23.66,72.59
2021,7,5,14,99.85,23.37,0.0,338.1,0.63,91.72,21.94,3.82,23.34,77.19
2021,7,5,15,99.82,22.99,0.0,326.6,0.41,92.98,21.89,4.52,23.07,83.28
2021,7,5,16,99.81,22.67,0.0,328.4,0.19,93.31,21.65,5.39,22.76,93.73
2021,7,5,17,99.81,22.44,0.0,334.0,0.03,93.99,21.48,6.0,22.48,91.75
2021,7,5,18,99.82,22.33,0.0,342.0,0.0,94.33,21.35,6.26,22.28,31.03
2021,7,5,19,99.82,22.28,0.0,348.1,0.0,94.61,21.3,6.17,22.18,15.68
2021,7,5,20,99.82,22.25,0.0,354.3,0.0,94.83,21.29,5.97,22.14,8.66
2021,7,5,21,99.81,22.19,0.0,1.8,0.0,94.65,21.22,5.86,22.1,6.8
2021,7,5,22,99.83,22.09,0.0,9.0,0.0,94.59,21.1,5.69,21.99,5.84
2021,7,5,23,99.86,21.95,0.0,9.6,0.0,94.94,20.98,5.57,21.81,5.33
2021,7,6,0,99.88,21.73,0.0,9.2,0.0,95.31,20.77,5.4,21.53,5.44
2021,7,6,1,99.93,21.49,0.0,9.0,0.0,95.73,20.49,5.11,21.18,5.36
2021,7,6,2,99.97,21.38,0.0,8.3,0.03,95.85,20.25,4.83,20.91,4.78
2021,7,6,3,100.02,21.81,0.0,5.8,0.2,95.05,20.33,4.87,21.14,3.57
2021,7,6,4,100.06,22.69,0.0,11.8,0.46,92.73,20.65,5.19,21.85,3.35
2021,7,6,5,100.09,23.94,0.0,19.3,0.9,87.46,20.87,5.4,23.03,3.03
2021,7,6,6,100.12,25.2,0.0,22.2,1.27,80.48,20.77,5.57,24.33,2.31
2021,7,6,7,100.15,26.13,0.0,24.8,1.66,74.73,20.58,5.62,25.37,1.55
2021,7,6,8,100.17,26.79,0.0,25.4,2.23,70.81,20.46,5.46,26.15,1.42
2021,7,6,9,100.19,27.08,0.0,24.9,2.33,67.97,20.31,5.22,26.68,1.42
2021,7,6,10,100.21,27.22,0.0,23.8,2.47,65.87,20.16,5.03,27.07,1.39
2021,7,6,11,100.23,27.23,0.0,22.8,2.41,64.65,20.08,4.99,27.3,1.43
2021,7,6,12,100.26,26.86,0.0,21.7,2.12,64.2,19.98,4.94,27.31,1.15
2021,7,6,13,100.3,26.45,0.0,20.7,1.65,64.55,19.96,4.85,27.2,0.85
2021,7,6,14,100.33,25.9,0.0,18.8,1.18,66.13,20.08,4.65,26.92,0.65
2021,7,6,15,100.35,25.16,0.0,15.9,0.71,69.82,20.39,4.27,26.32,0.53
2021,7,6,16,100.39,24.1,0.0,12.7,0.3,74.74,20.54,4.06,25.32,0.72
2021,7,6,17,100.43,22.95,0.0,12.9,0.05,79.05,20.27,4.28,24.1,0.76
2021,7,6,18,100.49,22.46,0.0,15.6,0.0,81.77,20.0,4.65,23.27,0.75
2021,7,6,19,100.53,22.09,0.0,15.8,0.0,84.26,19.84,4.67,22.6,0.4
2021,7,6,20,100.57,21.71,0.0,13.6,0.0,86.61,19.63,4.7,21.94,0.15
2021,7,6,21,100.6,21.42,0.0,10.9,0.0,88.61,19.47,4.75,21.41,0.1
2021,7,6,22,100.61,21.22,0.0,8.4,0.0,90.04,19.37,4.86,21.06,0.1
2021,7,6,23,100.63,21.03,0.0,7.2,0.0,91.51,19.32,4.93,20.73,0.11
2021,7,7,0,100.66,20.84,0.0,6.2,0.0,93.27,19.28,4.93,20.38,0.14
2021,7,7,1,100.68,20.69,0.0,6.1,0.0,94.77,19.24,4.89,20.09,0.18
2021,7,7,2,100.72,20.75,0.0,8.2,0.03,94.96,19.21,4.91,20.03,0.25
2021,7,7,3,100.76,21.56,0.0,13.3,0.25,92.65,19.35,5.17,20.55,0.28
2021,7,7,4,100.82,22.73,0.0,22.5,0.57,88.51,19.63,5.43,21.58,0.44
2021,7,7,5,100.86,23.95,0.0,30.6,0.96,82.34,19.69,5.62,22.83,0.49
2021,7,7,6,100.9,25.02,0.0,35.1,1.41,76.26,19.52,5.61,23.91,0.75
2021,7,7,7,100.93,25.89,0.0,37.1,1.63,72.32,19.52,5.31,24.8,1.18
2021,7,7,8,100.96,26.62,0.0,38.9,1.74,69.57,19.6,4.91,25.55,1.65
2021,7,7,9,100.99,27.08,0.0,39.6,2.21,67.76,19.67,4.56,26.06,1.72
2021,7,7,10,101.01,27.22,0.0,38.0,2.16,66.49,19.64,4.32,26.36,1.85
2021,7,7,11,101.03,27.05,0.0,35.7,2.08,65.84,19.59,4.26,26.47,2.07
2021,7,7,12,101.04,26.72,0.0,35.7,2.01,65.54,19.53,4.27,26.49,2.44
2021,7,7,13,101.07,26.22,0.0,38.9,1.6,65.82,19.46,4.36,26.34,2.42
2021,7,7,14,101.11,25.44,0.0,44.1,1.26,66.98,19.35,4.47,25.93,2.31
2021,7,7,15,101.17,24.64,0.0,49.6,0.73,70.06,19.46,4.28,25.29,1.75
2021,7,7,16,101.22,23.55,0.0,53.2,0.29,75.96,19.77,3.78,24.26,1.4
2021,7,7,17,101.28,22.2,0.0,55.0,0.04,81.98,19.61,3.44,22.82,0.94
2021,7,7,18,101.35,21.58,0.0,57.8,0.0,84.97,19.31,3.4,21.94,0.48
2021,7,7,19,101.4,21.19,0.0,59.1,0.0,86.85,19.12,3.25,21.39,0.4
2021,7,7,20,101.43,20.85,0.0,57.5,0.0,88.31,18.92,3.1,20.92,0.37
2021,7,7,21,101.44,20.57,0.0,54.6,0.0,89.28,18.71,2.95,20.53,0.2
2021,7,7,22,101.46,20.34,0.0,49.6,0.0,90.01,18.55,2.9,20.23,0.17
2021,7,7,23,101.47,20.17,0.0,44.4,0.0,90.84,18.41,2.98,19.95,0.14
2021,7,8,0,101.48,20.05,0.0,40.5,0.0,91.59,18.31,3.12,19.71,0.09
2021,7,8,1,101.51,19.95,0.0,38.2,0.0,92.21,18.24,3.26,19.53,0.07
2021,7,8,2,101.54,20.24,0.0,36.6,0.04,92.08,18.31,3.47,19.62,0.07
2021,7,8,3,101.57,21.49,0.0,35.0,0.33,89.35,18.69,3.98,20.49,0.12
2021,7,8,4,101.6,22.92,0.0,31.6,0.83,86.16,19.14,3.77,21.54,0.17
2021,7,8,5,101.62,24.65,0.0,42.0,1.4,78.46,19.51,3.88,23.45,0.36
2021,7,8,6,101.63,26.09,0.0,58.0,2.04,71.68,19.84,3.99,25.3,0.6
2021,7,8,7,101.66,27.12,0.0,68.6,2.45,68.08,20.07,4.04,26.42,0.76
2021,7,8,8,101.68,27.83,0.0,76.3,2.61,65.08,20.03,4.1,27.13,0.77
2021,7,8,9,101.68,28.29,0.0,81.7,3.0,62.6,19.93,3.95,27.69,0.61
2021,7,8,10,101.67,28.57,0.0,84.7,2.86,60.46,19.78,3.72,28.13,0.42
2021,7,8,11,101.65,28.64,0.0,85.8,2.91,58.75,19.62,3.43,28.45,0.3
2021,7,8,12,101.64,28.53,0.0,84.7,2.48,57.37,19.42,3.09,28.64,0.16
2021,7,8,13,101.63,28.17,0.0,81.1,2.1,56.15,19.13,2.76,28.71,0.13
2021,7,8,14,101.62,27.48,0.0,74.9,1.62,56.19,18.96,2.43,28.52,0.07
2021,7,8,15,101.62,26.97,0.0,67.4,0.99,58.47,19.11,2.12,28.0,0.04
2021,7,8,16,101.64,25.02,0.0,63.4,0.42,66.2,19.83,1.97,26.67,0.01
2021,7,8,17,101.67,22.86,0.0,65.3,0.06,71.86,19.2,2.07,24.6,0.0
2021,7,8,18,101.72,22.08,0.0,71.5,0.0,72.93,18.4,2.55,23.52,0.0
2021,7,8,19,101.74,21.55,0.0,77.3,0.0,74.42,18.01,2.95,22.77,0.0
2021,7,8,20,101.78,21.09,0.0,81.1,0.0,76.14,17.7,3.06,22.09,0.0
2021,7,8,21,101.8,20.63,0.0,82.1,0.0,77.37,17.4,2.87,21.5,0.0
2021,7,8,22,101.79,20.22,0.0,79.7,0.0,78.76,17.18,2.58,20.97,0.0
2021,7,8,23,101.78,19.87,0.0,73.8,0.0,80.81,17.07,2.44,20.47,0.0
2021,7,9,0,101.77,19.59,0.0,66.4,0.0,83.44,17.07,2.43,19.95,0.0
2021,7,9,1,101.77,19.34,0.0,59.9,0.0,86.64,17.13,2.52,19.41,0.0
2021,7,9,2,101.77,19.63,0.0,55.7,0.05,88.55,17.2,2.69,19.14,0.0
2021,7,9,3,101.76,21.48,0.0,53.4,0.44,83.76,17.5,3.47,20.35,0.0
2021,7,9,4,101.77,22.89,0.0,51.8,1.06,79.31,17.51,3.77,21.25,0.0
2021,7,9,5,101.77,24.52,0.0,51.5,1.69,73.71,17.86,3.64,22.79,0.0
2021,7,9,6,101.77,26.02,0.0,57.8,2.27,58.79,16.51,3.96,25.13,0.0
2021,7,9,7,101.77,27.05,0.0,62.5,2.76,53.24,16.05,3.94,26.29,0.0
2021,7,9,8,101.76,27.77,0.0,64.6,3.14,52.45,16.24,3.6,26.78,0.0
2021,7,9,9,101.74,28.25,0.0,65.6,3.3,52.36,16.52,3.17,27.1,0.0
2021,7,9,10,101.69,28.51,0.0,64.9,3.31,52.17,16.68,2.8,27.36,0.0
2021,7,9,11,101.63,28.54,0.0,62.6,3.08,52.02,16.83,2.5,27.57,0.0
2021,7,9,12,101.57,28.29,0.0,59.9,2.73,51.91,16.95,2.31,27.71,0.0
2021,7,9,13,101.52,27.88,0.0,57.5,2.25,52.23,17.08,2.22,27.74,0.0
2021,7,9,14,101.48,27.16,0.0,57.0,1.67,53.08,17.2,2.12,27.61,0.0
2021,7,9,15,101.46,26.72,0.0,60.1,1.09,56.5,17.82,1.83,27.2,0.0
2021,7,9,16,101.45,24.87,0.0,66.4,0.48,63.8,18.76,1.57,26.17,0.0
2021,7,9,17,101.45,22.61,0.0,74.0,0.06,69.24,18.44,1.38,24.43,0.0
2021,7,9,18,101.46,21.68,0.0,78.0,0.0,68.63,17.53,1.48,23.62,0.0
2021,7,9,19,101.45,21.13,0.0,77.6,0.0,68.8,17.03,1.57,23.05,0.0
2021,7,9,20,101.43,20.6,0.0,73.3,0.0,67.12,16.18,1.77,22.57,0.0
2021,7,9,21,101.41,20.12,0.0,64.7,0.0,66.65,15.7,1.81,22.17,0.0
2021,7,9,22,101.4,19.75,0.0,52.1,0.0,67.46,15.52,1.8,21.79,0.0
2021,7,9,23,101.38,19.44,0.0,39.8,0.0,69.34,15.42,1.92,21.25,0.0
2021,7,10,0,101.37,19.21,0.0,31.4,0.0,71.96,15.36,2.16,20.57,0.0
2021,7,10,1,101.34,19.03,0.0,28.3,0.0,74.59,15.28,2.43,19.91,0.0
2021,7,10,2,101.33,19.39,0.0,28.0,0.04,76.84,15.39,2.67,19.55,0.0
2021,7,10,3,101.33,21.59,0.0,29.7,0.34,74.74,16.23,3.14,20.88,0.0
2021,7,10,4,101.33,23.2,0.0,30.7,0.9,68.25,15.99,3.7,22.12,0.0
2021,7,10,5,101.32,24.94,0.0,28.5,1.42,66.19,16.83,3.39,23.49,0.0
2021,7,10,6,101.32,26.74,0.0,30.2,2.01,59.01,17.15,3.13,25.77,0.0
2021,7,10,7,101.32,28.13,0.0,33.6,2.5,53.28,17.1,2.65,27.49,0.0
2021,7,10,8,101.31,28.96,0.0,35.8,2.91,51.78,17.41,2.4,28.3,0.0
2021,7,10,9,101.29,29.53,0.0,36.9,3.14,51.31,17.85,2.28,28.92,0.0
2021,7,10,10,101.25,29.85,0.0,38.5,2.91,51.18,18.23,2.27,29.37,0.02
2021,7,10,11,101.19,29.78,0.0,40.9,2.75,51.1,18.47,2.36,29.64,0.06
2021,7,10,12,101.15,29.5,0.0,43.5,2.38,51.33,18.61,2.46,29.71,0.1
