YEAR,MO,DY,HR,RH2M,PS,SNODP,T2M,WS2M,WD10M,TS,ALLSKY_SFC_SW_DWN,T2MDEW,PRECTOTCORR
2015,12,27,12,66.54,102.26,0.0,11.55,4.27,303.5,10.15,0.54,5.56,0.0
2015,12,27,13,73.0,102.3,0.0,10.19,3.3,303.1,8.22,0.18,5.59,0.0
2015,12,27,14,82.45,102.36,0.0,8.18,2.9,304.1,6.23,0.0,5.4,0.0
2015,12,27,15,86.27,102.42,0.0,7.47,2.9,306.3,5.77,0.0,5.35,0.0
2015,12,27,16,89.19,102.47,0.0,6.91,2.85,310.1,5.4,0.0,5.27,0.0
2015,12,27,17,92.74,102.49,0.0,6.24,2.67,314.9,4.85,0.0,5.16,0.0
2015,12,27,18,95.98,102.5,0.0,5.61,2.42,319.1,4.31,0.0,5.04,0.0
2015,12,27,19,97.88,102.5,0.0,5.22,2.2,322.6,3.99,0.0,4.94,0.0
2015,12,27,20,99.29,102.5,0.0,4.96,2.0,326.0,3.66,0.0,4.87,0.0
2015,12,27,21,98.63,102.49,0.0,5.0,1.73,329.4,3.29,0.0,4.84,0.0
2015,12,27,22,95.65,102.48,0.0,5.44,1.32,328.8,2.87,0.0,4.82,0.0
2015,12,27,23,92.85,102.48,0.0,5.84,0.73,313.7,2.47,0.0,4.8,0.0
2015,12,28,0,92.14,102.46,0.0,5.92,0.42,222.8,2.21,0.0,4.78,0.0
2015,12,28,1,96.95,102.42,0.0,5.21,1.05,176.9,2.08,0.0,4.79,0.0
2015,12,28,2,100.0,102.36,0.0,4.4,1.62,169.1,2.09,0.0,4.89,0.0
2015,12,28,3,100.0,102.31,0.0,3.8,2.02,171.5,2.24,0.0,5.08,0.0
2015,12,28,4,100.0,102.26,0.0,3.67,2.3,179.4,2.38,0.0,5.31,0.0
2015,12,28,5,100.0,102.21,0.0,4.18,2.51,190.4,3.34,0.0,5.54,0.01
2015,12,28,6,100.0,102.17,0.0,5.1,2.8,203.9,4.83,0.17,5.56,0.04
2015,12,28,7,97.54,102.12,0.0,5.75,3.06,216.5,5.84,0.43,5.34,0.04
2015,12,28,8,92.53,102.06,0.0,6.05,3.09,232.2,6.56,0.65,4.87,0.01
2015,12,28,9,82.85,101.97,0.0,7.0,3.17,254.5,8.05,0.92,4.26,0.0
2015,12,28,10,74.72,101.9,0.0,8.24,3.36,279.8,9.1,1.09,4.02,0.0
2015,12,28,11,71.15,101.86,0.0,9.28,3.29,298.9,9.4,0.92,4.34,0.0
2015,12,28,12,70.11,101.83,0.0,9.84,2.79,305.6,9.01,0.6,4.66,0.0
2015,12,28,13,76.99,101.8,0.0,8.42,2.03,305.2,6.57,0.22,4.65,0.0
2015,12,28,14,83.58,101.79,0.0,6.96,2.61,305.1,5.01,0.0,4.39,0.0
2015,12,28,15,83.11,101.81,0.0,6.96,3.62,310.5,5.34,0.0,4.31,0.0
2015,12,28,16,85.15,101.87,0.0,6.7,4.57,321.9,5.54,0.0,4.41,0.01
2015,12,28,17,91.0,101.91,0.0,5.94,4.67,332.6,5.18,0.0,4.6,0.01
2015,12,28,18,97.61,101.96,0.0,4.91,4.43,337.6,4.44,0.0,4.57,0.0
2015,12,28,19,99.32,102.0,0.0,4.39,4.5,342.7,4.22,0.0,4.32,0.01
2015,12,28,20,99.96,102.04,0.0,4.05,4.34,351.9,4.17,0.0,4.05,0.02
2015,12,28,21,99.47,102.07,0.0,3.78,4.29,4.7,4.14,0.0,3.71,0.02
2015,12,28,22,95.2,102.11,0.0,3.29,4.73,16.0,3.87,0.0,2.61,0.02
2015,12,28,23,91.02,102.19,0.7,2.14,5.24,21.5,3.17,0.0,0.79,0.01
2015,12,29,0,86.31,102.25,1.41,0.81,5.53,24.7,2.11,0.0,-1.24,0.01
2015,12,29,1,83.54,102.3,1.6,-0.04,5.67,27.8,1.5,0.0,-2.46,0.01
2015,12,29,2,83.68,102.36,2.99,-0.49,5.78,31.5,1.16,0.0,-2.94,0.01
2015,12,29,3,84.74,102.42,2.11,-0.92,5.9,35.7,0.85,0.0,-3.22,0.0
2015,12,29,4,86.57,102.48,0.5,-1.42,5.83,39.0,0.5,0.0,-3.47,0.0
2015,12,29,5,88.05,102.52,0.33,-1.83,5.67,40.3,0.22,0.0,-3.73,0.0
2015,12,29,6,84.41,102.57,1.94,-1.62,5.89,39.3,0.92,0.11,-4.01,0.0
2015,12,29,7,75.78,102.6,1.64,-0.81,6.5,42.4,2.06,0.33,-4.52,0.0
2015,12,29,8,67.51,102.64,0.21,0.03,6.71,42.9,3.06,0.51,-5.13,0.0
2015,12,29,9,61.4,102.62,0.42,0.72,6.71,39.7,3.73,0.7,-5.69,0.0
2015,12,29,10,55.97,102.59,0.72,1.23,6.65,36.2,3.97,0.75,-6.39,0.0
2015,12,29,11,51.04,102.58,0.33,1.43,6.59,32.6,3.74,0.69,-7.32,0.0
2015,12,29,12,46.89,102.58,0.05,1.29,6.51,29.2,3.13,0.43,-8.44,0.0
2015,12,29,13,45.46,102.6,0.01,0.67,6.11,25.9,2.01,0.15,-9.31,0.0
2015,12,29,14,49.28,102.64,0.0,-0.59,5.64,21.7,0.62,0.0,-9.49,0.0
2015,12,29,15,52.86,102.68,0.0,-1.5,5.78,19.9,-0.11,0.0,-9.55,0.0
2015,12,29,16,57.07,102.7,0.0,-2.21,5.79,20.6,-0.52,0.0,-9.4,0.0
2015,12,29,17,60.59,102.73,0.0,-2.72,5.78,21.6,-0.78,0.0,-9.19,0.0
2015,12,29,18,64.02,102.74,0.01,-3.11,5.74,21.2,-0.95,0.0,-8.92,0.0
2015,12,29,19,67.23,102.75,0.73,-3.37,5.67,20.0,-1.02,0.0,-8.6,0.0
2015,12,29,20,70.1,102.78,1.56,-3.49,5.64,18.9,-1.0,0.0,-8.26,0.0
2015,12,29,21,72.16,102.81,1.88,-3.53,5.48,16.0,-0.89,0.0,-7.94,0.0
2015,12,29,22,73.56,102.81,0.73,-3.58,5.41,12.6,-0.87,0.0,-7.74,0.0
2015,12,29,23,75.44,102.82,0.07,-3.76,5.45,10.4,-1.0,0.0,-7.62,0.0
2015,12,30,0,77.75,102.83,0.05,-4.0,5.56,9.1,-1.17,0.0,-7.55,0.0
2015,12,30,1,79.22,102.83,0.13,-4.22,5.77,9.5,-1.33,0.0,-7.54,0.0
2015,12,30,2,80.18,102.82,0.37,-4.42,5.98,9.9,-1.47,0.0,-7.59,0.0
2015,12,30,3,80.62,102.83,0.85,-4.54,6.16,10.0,-1.5,0.0,-7.64,0.0
2015,12,30,4,80.52,102.86,1.56,-4.58,6.35,10.1,-1.51,0.0,-7.67,0.0
2015,12,30,5,80.75,102.89,2.2,-4.61,6.58,10.8,-1.49,0.0,-7.69,0.0
2015,12,30,6,77.64,102.94,2.62,-4.26,7.16,14.4,-0.84,0.18,-7.77,0.0
2015,12,30,7,70.65,102.97,4.1,-3.5,7.52,19.5,0.14,0.55,-8.15,0.0
2015,12,30,8,62.52,103.0,5.09,-2.67,7.5,22.1,0.99,0.92,-8.76,0.0
2015,12,30,9,57.43,102.98,6.72,-2.12,7.35,22.7,1.46,0.93,-9.19,0.0
2015,12,30,10,55.91,102.94,11.92,-1.87,7.22,22.5,1.54,0.81,-9.3,0.0
2015,12,30,11,55.82,102.93,15.91,-1.92,7.19,22.4,1.29,0.67,-9.34,0.01
2015,12,30,12,56.98,102.96,17.33,-2.23,7.2,22.7,0.67,0.44,-9.41,0.01
2015,12,30,13,58.66,102.99,17.22,-2.71,7.14,22.7,-0.04,0.15,-9.54,0.01
2015,12,30,14,60.5,103.02,15.21,-3.21,7.03,22.6,-0.54,0.0,-9.65,0.01
2015,12,30,15,62.02,103.06,16.57,-3.64,7.1,23.2,-0.88,0.0,-9.81,0.01
2015,12,30,16,62.77,103.08,17.33,-3.99,7.21,24.8,-1.04,0.0,-10.05,0.01
2015,12,30,17,62.52,103.09,17.33,-4.23,7.13,26.4,-1.21,0.0,-10.27,0.01
2015,12,30,18,63.25,103.07,17.33,-4.44,6.9,27.7,-1.55,0.0,-10.39,0.03
2015,12,30,19,63.21,103.07,17.33,-4.58,6.71,29.2,-1.75,0.0,-10.49,0.03
2015,12,30,20,62.92,103.06,17.33,-4.6,6.54,31.2,-1.78,0.0,-10.57,0.03
2015,12,30,21,62.95,103.07,17.33,-4.68,6.4,32.4,-1.86,0.0,-10.69,0.03
2015,12,30,22,62.64,103.05,15.47,-4.85,6.23,32.7,-1.98,0.0,-10.86,0.01
2015,12,30,23,62.67,103.04,13.54,-5.01,6.03,32.2,-2.14,0.0,-11.0,0.01
2015,12,31,0,63.11,103.03,11.7,-5.17,5.89,30.4,-2.25,0.0,-11.08,0.0
2015,12,31,1,65.22,103.0,10.78,-5.48,5.76,27.1,-2.61,0.0,-11.06,0.0
2015,12,31,2,68.08,102.98,10.95,-5.83,5.66,22.6,-2.89,0.0,-10.85,0.0
2015,12,31,3,73.13,102.96,9.07,-6.22,5.27,18.1,-3.22,0.0,-10.39,0.0
2015,12,31,4,80.09,102.95,9.69,-6.64,4.8,12.6,-3.63,0.0,-9.78,0.0
2015,12,31,5,85.79,102.95,11.83,-6.9,4.64,7.5,-3.73,0.0,-9.25,0.01
2015,12,31,6,85.6,102.97,17.31,-6.68,4.8,5.8,-3.22,0.14,-9.06,0.01
2015,12,31,7,80.24,102.96,17.33,-6.06,4.83,6.1,-2.19,0.43,-9.24,0.02
2015,12,31,8,74.33,102.94,13.69,-5.37,4.6,4.2,-1.14,0.71,-9.44,0.01
2015,12,31,9,68.34,102.87,12.69,-4.53,4.5,359.7,-0.19,0.88,-9.55,0.0
2015,12,31,10,64.61,102.79,15.56,-3.81,4.56,354.0,0.21,0.87,-9.51,0.01
2015,12,31,11,63.08,102.72,17.33,-3.4,4.65,347.8,0.06,0.72,-9.33,0.02
2015,12,31,12,63.5,102.66,17.19,-3.22,4.73,342.3,-0.32,0.44,-9.1,0.02
2015,12,31,13,64.74,102.6,15.98,-3.26,4.74,338.1,-0.97,0.16,-8.9,0.02
2015,12,31,14,68.22,102.55,15.89,-3.63,4.34,334.3,-1.7,0.0,-8.7,0.01
2015,12,31,15,70.98,102.5,12.76,-4.04,4.23,332.7,-2.16,0.0,-8.62,0.0
2015,12,31,16,74.79,102.45,10.93,-4.66,4.03,334.7,-2.83,0.0,-8.61,0.01
2015,12,31,17,77.42,102.4,12.72,-5.07,3.86,337.9,-3.09,0.0,-8.61,0.02
2015,12,31,18,79.06,102.36,17.19,-5.32,3.67,342.0,-3.15,0.0,-8.65,0.04
2015,12,31,19,80.37,102.31,17.33,-5.58,3.33,345.5,-3.28,0.0,-8.69,0.07
2015,12,31,20,82.67,102.28,17.33,-5.85,2.98,348.0,-3.46,0.0,-8.67,0.12
2015,12,31,21,83.74,102.26,17.33,-5.94,2.76,350.1,-3.48,0.0,-8.61,0.17
2015,12,31,22,85.18,102.24,17.33,-6.14,2.5,351.8,-3.67,0.0,-8.56,0.22
2015,12,31,23,87.1,102.22,17.33,-6.34,2.38,353.4,-3.8,0.0,-8.55,0.21
2016,1,1,0,88.6,102.19,17.33,-6.48,2.38,355.3,-3.93,0.0,-8.46,0.89
2016,1,1,1,90.05,102.16,17.33,-6.55,2.53,357.8,-3.99,0.0,-8.37,0.86
2016,1,1,2,92.06,102.13,17.33,-6.69,2.72,1.6,-4.17,0.0,-8.2,0.93
2016,1,1,3,93.45,102.12,17.33,-6.63,2.93,5.8,-4.24,0.0,-8.0,0.81
2016,1,1,4,93.4,102.13,17.33,-6.45,3.1,9.0,-4.15,0.0,-7.85,0.69
2016,1,1,5,91.74,102.15,17.33,-6.24,3.24,11.8,-3.94,0.0,-7.84,0.77
2016,1,1,6,88.29,102.18,17.33,-5.85,3.5,13.9,-3.3,0.13,-7.89,0.82
2016,1,1,7,83.04,102.21,17.33,-5.19,3.58,16.4,-2.3,0.36,-7.97,0.88
2016,1,1,8,77.66,102.23,17.33,-4.52,3.31,17.9,-1.33,0.67,-8.06,1.13
2016,1,1,9,73.53,102.2,17.33,-4.12,3.01,16.4,-0.76,0.71,-8.3,1.1
2016,1,1,10,71.82,102.17,17.33,-4.03,2.89,13.8,-0.66,0.66,-8.47,1.17
2016,1,1,11,71.92,102.16,17.33,-4.11,2.89,13.1,-0.89,0.49,-8.55,1.09
2016,1,1,12,73.4,102.16,17.33,-4.35,2.93,15.0,-1.41,0.31,-8.55,1.18
2016,1,1,13,76.68,102.17,17.33,-4.74,2.9,19.5,-2.11,0.12,-8.43,1.16
2016,1,1,14,80.82,102.2,17.33,-5.29,2.84,27.1,-2.62,0.0,-8.32,1.17
2016,1,1,15,83.39,102.24,17.33,-5.59,2.86,36.5,-2.85,0.0,-8.24,1.29
2016,1,1,16,84.92,102.26,17.33,-5.74,3.0,47.0,-2.96,0.0,-8.21,1.32
2016,1,1,17,85.3,102.27,17.33,-5.85,3.3,56.0,-3.07,0.0,-8.24,1.26
2016,1,1,18,85.37,102.27,17.33,-5.98,3.72,60.3,-3.2,0.0,-8.38,1.1
2016,1,1,19,85.06,102.28,17.33,-6.18,4.14,60.6,-3.41,0.0,-8.65,1.01
2016,1,1,20,84.22,102.29,17.33,-6.44,4.52,59.1,-3.62,0.0,-8.99,0.89
2016,1,1,21,83.74,102.3,17.33,-6.76,4.8,55.3,-3.88,0.0,-9.43,0.89
2016,1,1,22,83.34,102.32,17.33,-7.17,5.03,50.8,-4.17,0.0,-9.91,0.86
2016,1,1,23,82.76,102.37,17.33,-7.57,5.16,47.1,-4.48,0.0,-10.36,0.76
2016,1,2,0,82.65,102.4,17.33,-7.91,5.15,44.0,-4.77,0.0,-10.71,0.61
2016,1,2,1,83.32,102.42,17.33,-8.22,5.03,41.0,-5.09,0.0,-10.93,0.44
2016,1,2,2,83.57,102.45,17.33,-8.4,4.94,38.0,-5.23,0.0,-11.1,0.31
2016,1,2,3,83.04,102.49,17.33,-8.55,4.88,36.1,-5.36,0.0,-11.28,0.21
2016,1,2,4,82.55,102.52,17.33,-8.71,4.83,36.2,-5.5,0.0,-11.52,0.16
2016,1,2,5,82.3,102.53,17.33,-8.99,4.69,37.3,-5.8,0.0,-11.81,0.12
2016,1,2,6,80.02,102.58,17.33,-8.99,4.82,38.9,-5.41,0.12,-12.11,0.09
2016,1,2,7,75.31,102.61,17.33,-8.63,4.89,39.6,-4.59,0.39,-12.42,0.07
2016,1,2,8,70.22,102.62,17.33,-8.09,4.74,38.0,-3.67,0.67,-12.71,0.05
2016,1,2,9,65.15,102.59,17.33,-7.59,4.54,33.2,-2.95,0.94,-13.04,0.04
2016,1,2,10,61.61,102.56,17.33,-7.32,4.38,26.7,-2.65,0.75,-13.35,0.03
2016,1,2,11,60.07,102.53,17.33,-7.22,4.34,19.4,-2.78,0.6,-13.58,0.02
2016,1,2,12,59.8,102.53,17.33,-7.36,4.41,13.5,-3.43,0.38,-13.71,0.02
2016,1,2,13,61.77,102.54,17.33,-7.73,4.5,9.8,-4.29,0.14,-13.75,0.03
2016,1,2,14,64.71,102.55,17.33,-8.26,4.49,8.4,-5.09,0.0,-13.73,0.06
2016,1,2,15,67.48,102.57,17.33,-8.64,4.47,8.7,-5.46,0.0,-13.67,0.06
2016,1,2,16,69.48,102.59,17.33,-8.97,4.45,9.5,-5.71,0.0,-13.62,0.07
2016,1,2,17,72.06,102.6,17.33,-9.29,4.37,9.9,-5.99,0.0,-13.6,0.07
2016,1,2,18,73.64,102.58,17.33,-9.63,4.29,9.6,-6.3,0.0,-13.63,0.09
2016,1,2,19,75.48,102.57,17.33,-9.91,4.26,9.0,-6.5,0.0,-13.7,0.08
2016,1,2,20,76.02,102.57,17.33,-10.18,4.22,8.1,-6.72,0.0,-13.82,0.09
2016,1,2,21,77.83,102.56,17.33,-10.54,4.2,6.1,-6.97,0.0,-13.97,0.1
2016,1,2,22,79.28,102.55,17.33,-10.94,4.21,3.9,-7.26,0.0,-14.12,0.11
2016,1,2,23,80.02,102.55,17.33,-11.24,4.28,3.0,-7.46,0.0,-14.28,0.14
2016,1,3,0,81.24,102.54,17.33,-11.51,4.33,2.6,-7.62,0.0,-14.45,0.16
2016,1,3,1,81.81,102.52,17.33,-11.79,4.37,3.1,-7.78,0.0,-14.63,0.18
2016,1,3,2,82.29,102.49,17.33,-12.06,4.3,4.9,-7.99,0.0,-14.82,0.19
2016,1,3,3,81.63,102.48,17.33,-12.18,4.2,8.7,-8.09,0.0,-15.0,0.17
2016,1,3,4,80.56,102.47,17.33,-12.14,4.04,13.3,-8.16,0.0,-15.16,0.13
2016,1,3,5,78.67,102.46,17.33,-12.09,3.84,17.6,-8.13,0.0,-15.29,0.1
2016,1,3,6,75.76,102.47,17.33,-11.78,3.76,22.1,-7.51,0.13,-15.39,0.08
2016,1,3,7,71.85,102.47,17.19,-11.19,3.63,26.3,-6.36,0.4,-15.46,0.05
2016,1,3,8,67.25,102.46,15.9,-10.45,3.4,29.0,-5.04,0.78,-15.45,0.04
2016,1,3,9,63.16,102.41,14.87,-9.75,3.1,31.1,-3.95,1.02,-15.39,0.03
2016,1,3,10,59.86,102.34,13.69,-9.15,2.82,34.6,-3.28,1.04,-15.36,0.03
2016,1,3,11,57.91,102.29,6.39,-8.78,2.61,40.2,-3.22,0.77,-15.42,0.02
2016,1,3,12,57.54,102.25,5.68,-8.71,2.44,47.8,-3.87,0.44,-15.36,0.02
2016,1,3,13,59.58,102.21,5.41,-9.0,2.29,56.5,-5.2,0.17,-15.28,0.01
2016,1,3,14,68.08,102.18,7.21,-9.77,1.71,65.1,-6.71,0.0,-14.53,0.0
2016,1,3,15,72.83,102.15,5.51,-10.13,1.85,69.7,-7.34,0.0,-14.19,0.0
2016,1,3,16,75.5,102.1,5.41,-10.25,2.2,71.0,-7.7,0.0,-14.0,0.01
2016,1,3,17,77.59,102.03,5.44,-10.28,2.61,73.2,-7.93,0.0,-13.76,0.01
2016,1,3,18,79.51,102.0,17.33,-10.28,2.63,77.9,-8.06,0.0,-13.54,0.04
2016,1,3,19,80.2,101.97,17.33,-10.11,2.68,80.1,-7.93,0.0,-13.27,0.07
2016,1,3,20,80.3,101.9,17.33,-9.78,3.1,77.8,-7.57,0.0,-12.93,0.12
2016,1,3,21,81.4,101.82,17.33,-9.6,3.4,75.7,-7.39,0.0,-12.58,0.18
2016,1,3,22,83.7,101.74,17.33,-9.51,3.67,74.5,-7.23,0.0,-12.25,0.27
2016,1,3,23,85.07,101.68,17.33,-9.46,3.98,73.7,-7.1,0.0,-11.97,0.42
2016,1,4,0,86.59,101.62,17.33,-9.43,4.18,74.9,-6.98,0.0,-11.78,0.61
2016,1,4,1,86.74,101.55,17.33,-9.38,4.27,77.6,-6.86,0.0,-11.68,0.83
2016,1,4,2,87.04,101.48,17.33,-9.35,4.36,79.3,-6.79,0.0,-11.6,0.98
2016,1,4,3,86.99,101.43,17.33,-9.35,4.46,80.4,-6.76,0.0,-11.6,0.81
2016,1,4,4,86.69,101.4,17.33,-9.39,4.44,82.1,-6.76,0.0,-11.65,0.53
2016,1,4,5,85.91,101.36,17.33,-9.37,4.4,83.4,-6.72,0.0,-11.69,0.37
2016,1,4,6,82.76,101.33,17.33,-8.95,4.65,82.6,-5.94,0.17,-11.68,0.22
2016,1,4,7,76.77,101.28,17.33,-8.1,4.91,84.8,-4.56,0.47,-11.68,0.13
2016,1,4,8,71.44,101.24,17.33,-7.28,4.92,86.2,-3.24,0.73,-11.69,0.13
2016,1,4,9,67.23,101.15,17.33,-6.59,4.73,87.4,-2.21,0.89,-11.76,0.1
2016,1,4,10,63.57,101.08,17.33,-6.03,4.45,89.2,-1.59,0.96,-11.8,0.06
2016,1,4,11,62.18,101.01,11.61,-5.7,4.21,91.1,-1.56,0.78,-11.78,0.01
2016,1,4,12,62.24,100.94,3.51,-5.64,4.06,92.6,-2.18,0.5,-11.7,0.0
2016,1,4,13,64.87,100.88,2.72,-5.97,3.81,92.0,-3.38,0.2,-11.54,0.0
2016,1,4,14,71.61,100.84,3.03,-6.81,3.1,89.3,-4.79,0.0,-11.23,0.0
2016,1,4,15,74.55,100.79,5.48,-6.98,3.4,91.9,-5.15,0.0,-11.0,0.0
2016,1,4,16,76.56,100.72,17.33,-6.79,3.88,98.2,-5.24,0.0,-10.51,0.05
2016,1,4,17,79.45,100.65,17.33,-6.34,4.14,104.0,-4.99,0.0,-9.67,0.52
2016,1,4,18,80.92,100.59,17.33,-5.43,4.6,107.9,-4.13,0.0,-8.56,0.05
2016,1,4,19,82.04,100.53,17.33,-4.45,4.99,110.5,-3.23,0.0,-7.37,0.27
2016,1,4,20,82.96,100.44,17.33,-3.59,5.27,111.8,-2.55,0.0,-6.35,0.7
2016,1,4,21,83.87,100.33,17.33,-2.9,5.4,111.4,-2.02,0.0,-5.51,1.87
2016,1,4,22,85.57,100.25,17.33,-2.41,5.34,110.6,-1.59,0.0,-4.74,4.62
2016,1,4,23,87.87,100.2,17.33,-2.08,5.49,109.8,-1.22,0.0,-4.06,7.76
2016,1,5,0,89.97,100.14,17.33,-1.87,5.85,109.2,-0.94,0.0,-3.52,10.0
2016,1,5,1,91.34,100.05,17.33,-1.62,6.12,109.5,-0.67,0.0,-3.07,10.86
2016,1,5,2,92.46,99.97,17.33,-1.35,6.25,110.4,-0.46,0.0,-2.64,11.95
2016,1,5,3,93.22,99.91,17.33,-1.08,6.39,111.2,-0.24,0.0,-2.21,12.33
2016,1,5,4,93.43,99.85,17.33,-0.75,6.63,111.4,0.03,0.0,-1.83,8.83
2016,1,5,5,92.8,99.8,17.33,-0.39,6.69,110.9,0.29,0.0,-1.52,9.71
2016,1,5,6,91.92,99.8,17.33,-0.03,6.69,111.9,0.67,0.08,-1.27,13.0
2016,1,5,7,91.62,99.8,17.33,0.36,6.61,114.6,1.09,0.22,-0.89,17.2
2016,1,5,8,92.35,99.81,17.33,0.74,6.48,117.7,1.46,0.24,-0.42,20.23
2016,1,5,9,92.94,99.77,17.33,1.05,6.13,118.5,1.71,0.22,0.0,20.56
2016,1,5,10,93.41,99.74,17.33,1.19,5.66,116.8,1.8,0.3,0.24,18.32
2016,1,5,11,93.8,99.74,17.33,1.17,5.23,113.9,1.75,0.11,0.27,15.1
2016,1,5,12,94.38,99.79,17.33,1.02,4.81,111.0,1.56,0.11,0.18,10.26
2016,1,5,13,95.43,99.85,17.33,0.73,4.23,109.1,1.25,0.07,0.04,6.51
2016,1,5,14,95.98,99.92,17.33,0.48,3.62,108.7,0.99,0.0,-0.1,4.81
2016,1,5,15,95.64,100.0,17.33,0.54,3.0,110.2,0.94,0.0,-0.11,3.7
2016,1,5,16,94.93,100.07,17.33,0.58,2.38,104.6,0.68,0.0,-0.17,2.39
2016,1,5,17,93.96,100.13,17.33,0.51,2.04,89.8,0.35,0.0,-0.39,1.47
2016,1,5,18,93.39,100.2,17.33,0.34,1.99,79.7,0.15,0.0,-0.68,0.7
2016,1,5,19,93.49,100.28,17.33,0.03,1.95,71.2,-0.1,0.0,-0.98,0.53
2016,1,5,20,94.32,100.35,17.33,-0.38,1.82,63.6,-0.45,0.0,-1.34,0.43
2016,1,5,21,95.86,100.43,17.33,-0.99,1.69,55.5,-0.91,0.0,-1.84,0.49
2016,1,5,22,96.29,100.49,17.33,-1.55,1.68,49.7,-1.17,0.0,-2.36,0.46
2016,1,5,23,97.43,100.56,17.33,-2.1,1.64,47.3,-1.58,0.0,-2.79,0.38
2016,1,6,0,98.72,100.63,17.33,-2.52,1.54,45.0,-1.93,0.0,-3.09,0.38
2016,1,6,1,98.53,100.68,17.33,-2.65,1.42,39.8,-1.73,0.0,-3.25,0.41
2016,1,6,2,97.58,100.72,17.33,-2.69,1.45,43.3,-1.58,0.0,-3.39,0.38
2016,1,6,3,97.27,100.74,17.33,-2.73,1.49,54.9,-1.81,0.0,-3.48,0.29
2016,1,6,4,97.21,100.78,17.33,-2.84,1.47,66.4,-2.13,0.0,-3.6,0.27
2016,1,6,5,96.84,100.82,17.33,-2.79,1.61,75.2,-2.05,0.0,-3.57,0.21
2016,1,6,6,94.64,100.84,17.33,-2.11,2.13,77.1,-0.88,0.07,-3.15,0.13
2016,1,6,7,92.74,100.86,17.33,-1.28,2.66,80.0,0.18,0.21,-2.47,0.08
2016,1,6,8,91.47,100.87,17.33,-0.7,2.61,90.9,0.75,0.25,-2.01,0.06
2016,1,6,9,90.61,100.86,17.33,-0.15,2.45,106.0,1.24,0.34,-1.52,0.06
2016,1,6,10,90.28,100.81,17.33,0.47,2.42,115.2,1.61,0.21,-0.94,0.07
2016,1,6,11,90.78,100.76,17.33,0.96,2.49,113.8,1.8,0.35,-0.37,0.07
2016,1,6,12,92.25,100.7,17.33,1.21,2.57,108.0,1.73,0.23,0.09,0.06
2016,1,6,13,94.43,100.68,17.33,1.17,2.62,102.5,1.38,0.09,0.38,0.06
2016,1,6,14,96.61,100.63,17.33,1.06,3.09,99.6,1.09,0.0,0.56,0.06
2016,1,6,15,96.87,100.59,17.33,1.19,3.74,99.4,1.13,0.0,0.75,0.06
2016,1,6,16,97.19,100.57,17.33,1.28,4.08,99.8,1.19,0.0,0.87,0.07
2016,1,6,17,97.25,100.5,17.33,1.33,4.63,99.9,1.29,0.0,0.94,0.1
2016,1,6,18,97.33,100.43,17.33,1.31,5.04,99.1,1.38,0.0,0.91,0.25
2016,1,6,19,97.26,100.36,17.33,1.24,5.46,98.9,1.42,0.0,0.82,0.8
2016,1,6,20,97.01,100.26,17.33,1.09,5.67,96.3,1.37,0.0,0.65,1.27
2016,1,6,21,97.28,100.17,17.33,0.9,5.3,90.9,1.25,0.0,0.47,4.24
2016,1,6,22,97.22,100.08,17.33,0.79,5.02,84.9,1.18,0.0,0.36,13.35
2016,1,6,23,97.15,99.95,17.33,0.64,5.46,80.1,1.16,0.0,0.2,26.36
2016,1,7,0,97.13,99.83,17.33,0.34,5.7,78.0,0.96,0.0,-0.1,38.64
2016,1,7,1,96.24,99.68,17.33,0.3,5.84,74.0,0.88,0.0,-0.24,47.34
2016,1,7,2,96.37,99.52,17.33,0.26,6.12,69.5,0.86,0.0,-0.29,49.21
2016,1,7,3,96.21,99.36,17.33,0.15,6.66,65.5,0.84,0.0,-0.4,51.48
2016,1,7,4,95.59,99.22,17.33,0.33,7.45,71.4,0.93,0.0,-0.32,53.19
2016,1,7,5,95.46,99.09,17.33,0.8,7.97,82.6,1.13,0.0,0.13,48.12
2016,1,7,6,96.55,98.97,17.33,1.15,7.47,87.7,1.36,0.05,0.62,40.03
2016,1,7,7,97.68,98.86,17.33,1.74,6.31,91.2,1.64,0.04,1.34,30.88
2016,1,7,8,98.99,98.75,17.33,2.24,5.23,94.6,1.81,0.09,2.02,25.85
2016,1,7,9,99.2,98.61,17.33,2.65,4.45,94.0,1.99,0.11,2.46,27.45
2016,1,7,10,99.49,98.49,17.33,2.98,4.12,99.2,2.07,0.08,2.85,27.86
2016,1,7,11,100.0,98.41,17.33,2.96,3.61,92.8,2.02,0.08,2.9,24.8
2016,1,7,12,99.73,98.37,17.33,2.57,3.8,79.9,1.89,0.11,2.48,16.25
2016,1,7,13,99.74,98.34,17.33,2.23,3.62,74.4,1.72,0.06,2.15,7.71
2016,1,7,14,100.0,98.33,17.33,1.94,3.03,64.2,1.48,0.0,1.9,6.31
2016,1,7,15,99.77,98.33,17.33,1.85,2.28,48.7,1.33,0.0,1.76,8.42
2016,1,7,16,99.42,98.34,17.33,1.71,1.84,22.0,1.28,0.0,1.57,10.76
2016,1,7,17,98.05,98.35,17.33,1.68,2.19,351.7,1.26,0.0,1.33,9.41
2016,1,7,18,97.0,98.38,17.33,1.54,2.73,333.4,1.1,0.0,1.01,6.43
2016,1,7,19,97.07,98.43,17.33,0.79,3.63,321.3,0.85,0.0,0.28,5.22
